Job_Code,Job_Title,Siglum
AIAVAF,IM Service Delivery Mgr,AAI
AIAVAN,IM Mkting & Sales Prod Mgr,AAI
AIAVAH,IM Solution Architect,AAI
AIAVAQ,"Mgr, IM Cyber Security Program",AAI
AIAVAP,"Sr Mgr, Entrprise Infrast Arch",AAI
AIAVAI,IM Cyber Architect,AAI
AIAVAD,IM Products Mgr,AAI
AIAVAT,IM Value Optimization Mgr,AAI
AIAVAA,IT Director I,AAI
AIAVAC,Sr Systems Specialist,AAI
AFAVAL,Cust Svcs Controller Satair,AAI
AGAVAF,Legal Counsel Environment Affs,AAI
AGAVAB,QMS Director,AAI
AGAVAH,Security Governance Manager,AAI
AGAVAI,Reg. Cybersecurity Risk Mgr,AAI
AGAVAC,Regional Safety Director,AAI
AGAVAK,"Sr Manager, Sector Security",AAI
ADAVAA,Communications Director I,AAI
FDFVAA,Communications Senior Manager,AAI
ADAVAB,Sr Mgr Mktg Trd Shw HO Exp Ctr,AAI
ADAVAD,"Manager, Perf & Stakeholder",AAI
ADAVAC,Communications Sr Manager,AAI
FHF18B,Global Mobility Manager,AAI
APAVBI,Complex Project Leader,AAI
FHF19E,Compensation Manager,AAI
AHAVAI,"Sr Manager, HR & WP PMO",AAI
APAVBJ,HO Procurmnt Ops Equip & Sys,AAI
APAVAC,Supply Chain Dvlp Leader,AAI
APAVAN,Propulsion Systems Sr Manager,AAI
APAVAA,Quality Systems Director,AAI
AHAVAA,HR Director,AAI
AHAVBG,"Director, Global Mobility",AAI
3I3ZZF,Director Software Engineering,AAI
FEF19E,"Supervisor, Project Industrial",AAI
APA19I,Eng Leader - Major Mods Intro,AAI
APAVAE,Procurement Director,AAI
FPFVAA,Flying Parts Procurement Mgr,AAI
FPFVAD,"Mgr, Propulsion Delivery Ops",AAI
APA18B,Ordering Leader,AAI
FEF19F,"Supervisor, MAP Engineering",AAI
ASAB4D,VP Business Development TESAT,AAI
APAVAV,Supply Chain & Qual Proj Mgr,AAI
AGAVAJ,EHS Compliance & Govern Mgr,AAI
AHAVAC,HR Chief of Staff,AAI
ALAVA5,Cust Svcs Chief of Staff,AAI
ALAVAE,Supplier Support Director,AAI
ALAVAB,Customer Support Director I,AAI
ALAVAN,HO Region Americas Avionics,AAI
ALAVA6,Cust Svcs Supp Chain Qual Mgr,AAI
ALAVAQ,Fleet Program Manager,AAI
ALAVAP,HO Repair Solutions,AAI
AOAVAB,Working Party Manager,AAI
AKAVAD,Field Svc Director Expat,AAI
ALAVAY,"Sr Manager, Scheduling",AAI
ALAVAT,"Manager, Technical Operations",AAI
ALAVAF,Director Technical Support,AAI
ALAVA8,Maint Trng Director (FAA),AAI
ALAVAG,Flight Operations Manager,AAI
ALAVAW,"Manager, Product Delivery",AAI
ALAVAR,Sr Program Manager,AAI
KIBVAB,Sr Customer Success Manager,AAI
KSBVAA,"Manager, Business Growth",AAI
KIBVAC,Partnerships Development Mgr,AAI
ALAVAD,Business Development Manager,AAI
ALAVA2,Fleet Efficiency Program Mgr,AAI
ALAB5A,Business Development Mgr,AAI
ALAVA7,Customer Program Director,AAI
ALAVAZ,Reg Portfolio & Account Mgr,AAI
FEFVAC,"Manager, Jigs & Tools",AAI
F9FVAA,"Manager, Operations",AAI
FQFVAH,FOD Manager,AAI
FQFVAF,"Manager, Quality Improvement",AAI
F1FVAM,Senior Change Agent Expert,AAI
F1FVAG,"Manager, Digital Portfolio",AAI
F9FVAD,"Manager, Project Mgmt",AAI
FOFVAD,"HO Process, Methods, & Tools",AAI
FEFVAJ,"Manager, A320 VSM Planning",AAI
F9FVAB,"Manager, ACM & Performance",AAI
FPFVAC,A320 Cust FAL Interface Lead,AAI
FEFVAD,"Manager, Manufacturing Eng",AAI
F6FVAA,"Manager, Flightline",AAI
FBFVAC,"Manager, Logistics Transport",AAI
FQFVAB,"Manager, Flightline Quality",AAI
FQFVAG,"Manager, Quality Flowline",AAI
FCFVAA,"Manager, Aircraft Delivery",AAI
FEFVAE,"Manager, MAP Engineering",AAI
FEFVAH,MAP Business & Competency Mgr,AAI
FQFVAA,"Manager, Config & Conformity",AAI
F1FVAE,Industrial Architect,AAI
FEFVAG,"Manager, Maintenance Eng",AAI
FBFVAF,"Sr Mgr, Log Projs & Ramp Up",AAI
FEFVAK,ARP Integration Engineer,AAI
FVFVAA,"Manager, ARP Product",AAI
FIFVAE,ARP IM Solution Owner,AAI
FFFVAF,CAPEX Manager,AAI
F1FVAK,Senior PMO,AAI
FHFVAB,"Manager, Training",AAI
FIFVAD,IM Ops Digital Manager,AAI
FEFVAM,"Manager, A220 Program Planning",AAI
FQFVAE,"Manager, Product Improvement",AAI
FQFVAC,"Manager, Quality Assurance",AAI
F1FVAA,"Manager, AOS",AAI
FEFVAB,"Manager, Industrial Eng",AAI
FEFVAI,MAP Production Specialist,AAI
FBFVAH,"Manager, WMP & Performance",AAI
FGFVAA,"Manager, H&S",AAI
FLFVAA,"Manager, Customer Experience",AAI
FBFVAE,"Mgr, Log Opertnl Excellence",AAI
FBFVAD,"Sr Manager, Logistics Services",AAI
FGFVAB,"Manager, Environmental Sustain",AAI
F1FVAL,Site Svcs Transformation Mgr,AAI
FJFVAA,"Manager, Delivery Transaction",AAI
FHFVAD,Change Manager,AAI
F1FVAC,"Sr Manager, Facilities",AAI
FFFVAB,"Manager, Customs",AAI
AXAVAC,Govt Relations Sr Manager,AAI
AEAVAD,Sr Engineering Specialist,AAI
AOAVAC,"Manager, Site Business Mgmt",AAI
AEAVAA,Industrial & Manuf Eng Leader,AAI
ASAVAA,Sales Manager,AAI
AJAVAB,Sales Contracts Manager,AAI
ANAVAA,Director Marketing,AAI
ANAVAB,Airline Marketing Manager,AAI
AJAVAC,Services Credit Manager,AAI
ALAVAU,Commercial Trng Svcs Director,AAI
ANAVAC,Airline Marketing Manager II,AAI
ALAVAH,Svcs Marketing Director,AAI
ALAVA3,"Director, Commercial Services",AAI
ALAVAC,Training Svs Director,AAI
APAVAR,Propulsion NPI Mgr,AAI
ATAVBD,"Director, Sust & Enviro Proj",AAI
ATAVBC,"Director, Sustainable Fuels",AAI
ATAVBB,Ind Systems Sr Program Mgr,AAI
ATAVAC,Sr Program Manager,AAI
AVAVBA,Director Strategy & Corp Dvlp,AAI
AHAVBH,"Director, Change Mgmt & Cultur",AAI
AHAVBE,Talent Management Director,AAI
AHAVBI,"Director, HR Digital Transform",AAI
AFAVBL,Accounting Senior Manager,AAI
AFAVBK,HO Central & Functions Control,AAI
AFAVBM,Senior Finance Controller,AAI
AFAVBG,HO Internal Ctrls & Aff Fnan,AAI
AFAVBF,HO Financial Systems,AAI
AFAVBA,HO US Customs,AAI
AFAVBC,Tax Sr Manager II,AAI
AFAVBB,Sales Finance Director,AAI
AFAVBH,HO Treasury,AAI
AIAVBA,HO IM Enterprise Architecture,AAI
AIAVBI,"Director, Hosting Svcs & Platf",AAI
AIAVBF,"Director, NA IM Cyber Security",AAI
AIAVBG,"Director, Digital Transfmtn",AAI
AIAVBB,IM Service Delivery Mgr,AAI
AFAVBJ,HO Services Finance,AAI
AGAVBB,Flight Ops Technical Director,AAI
AEAVBA,Engineering Director,AAI
AGAVBF,"Director, Crisis Management",AAI
AIAVBH,"Dir, Bus Cont & Disast Recov",AAI
AGAVBG,Reg. Cybersecurity Project Dir,AAI
AEA19B,Engineering Specialist,AAI
ARAVBB,Legal Counsel,AAI
ARAVBA,Sr Legal Counsel,AAI
APAVBL,HO Supply Chain & Qual Cabin,AAI
FPFVBB,"Director, General Procurement",AAI
APAVBA,"Director, General Procurement",AAI
APAVBC,Prplsn Systems Ops Director,AAI
APAVBF,HO AAPT,AAI
APAVBB,HO Strategic Marketing,AAI
AUAVBC,Director Supp Trnfm Mgmt Cabin,AAI
APAVBP,Supplier Transf Mgmt Director,AAI
ALAVBE,Quality Mgmt Director,AAI
ALAVBB,Customer Support Director,AAI
ALAVBX,Freighter Support Director,AAI
ALAVBM,HO Regional Customer Support,AAI
ALAVBV,"Director, Supp Mgmt Cust Svcs",AAI
ALAVBW,"Dir, Programs Support & Eng",AAI
ALAVBT,"Director, Major Repair & WP",AAI
ALAVBS,HO FHS NA & LatAm,AAI
ALAVBH,"Director, Bus Ops & Planning",AAI
ALAVBO,Director Flight Training,AAI
ALAVBI,"Director,Flt Ops Support (FAA)",AAI
ALAVBG,Svcs Sales Director II,AAI
KIBVBA,HO Digital Development,AAI
ALAVBA,HO Business Development,AAI
FEFVBA,"Director, Industrial Eng",AAI
FQFVBG,"Director, Quality Operations",AAI
FQFVBF,"Director, A320 QA & Standards",AAI
F1FVBE,"Director, Cont Improvement",AAI
F9FVBC,"Director, Industrial Transform",AAI
FPFVBA,"Director, Procurement Ops",AAI
FEFVBB,"Director, Manufacturing Eng",AAI
F9FVBB,"Director, Operations",AAI
FBFVBC,"Director, Lineside Log Ops",AAI
FPFVBC,HO A320 Family Prgram Planning,AAI
FEFVBC,"Director, MAP Engineering",AAI
FQFVBD,"Director, Customer Quality",AAI
F9FVBD,HO X-Plant,AAI
FOFVBB,"Director, Program Ramp-Up",AAI
FEFVBG,"Director, Jigs & Tools",AAI
FBFVBB,"Director, Log Proj & Ramp-Up",AAI
FQFVBC,"Sr Manager, Product Assurance",AAI
FVFVBA,"Manager, ARP Deployment",AAI
FEFVBF,"Director, Eng Work Stream",AAI
FHFVBA,"Director, HR Operations",AAI
FFFVBC,HO Controlling,AAI
FQFVBB,"Director, Quality VSM",AAI
FQFVBA,"Director, Quality",AAI
FOFVBA,A220 IPT Program Director,AAI
FCFVBA,"Director, A220 Program",AAI
FHFVBE,"Director, Compet & Learning",AAI
FIFVBD,"Director, IM Manuf & Qual PSL",AAI
FGFVBA,"Director, EHS",AAI
FJFVBB,"Director, Sales Contracts Mgmt",AAI
FBFVBA,"Director, Log & Transport",AAI
F1FVBA,"Director, Site AOS",AAI
FIFVBC,Digital & Ind Transf Director,AAI
F1FVBD,Site Senior PMO,AAI
F6FVBB,"Dir, X-Progrm Cust Line Transf",AAI
F8FVBA,"Director, Prod Flight Test",AAI
FIFVBB,"Director, IM NA E2E Plng & Log",AAI
F1FVBC,"Dir, Site Plng & Supply Chain",AAI
FFFVBA,"Director, Internal Controls",AAI
FRFVBA,Ethics & Compliance Sr. Mgr.,AAI
ALAVBK,"Director, Training Center Ops",AAI
AXAVBA,Director Government Relations,AAI
FXFVBA,"Director, Gov't Relations",AAI
AEAVBB,HO Engineering Business Ops,AAI
AFAVBI,HO Engineering Controlling,AAI
AUAVBA,Project/Program Director II,AAI
AUAVBB,HO US Program Management USPM,AAI
ASAVBB,Sales Director,AAI
ALAVBU,Customer Account Director,AAI
ANAVBD,Marketing Director,AAI
ASAVBC,Sales Corporate Jets Director,AAI
AJAVBA,Contracts Director I,AAI
ASAVBA,Regional Sales Director,AAI
ANAVBA,Airline Marketing Director,AAI
ANAVBC,Sr Director Marketing,AAI
ANAVBB,Strategic Marketing Director,AAI
ALAVBR,Svcs Sales Director I,AAI
ALAVB0,"Director, Contracts / Warranty",AAI
AZAZZE,Global Graduate,AAI
KIBZZD,Product Designer,AAI
3I3ZZB,Software Engineer,AAI
APAVAO,Lead Supply Chain Quality Mgr,AAI
3V3ZZA,Business and Product Strategy,AAI
3E3ZZD,Sr Engineer,AAI
333ZZY,Advanced Manuf Project Exec,AAI
333ZZL,Project Manager,AAI
3E3ZZF,Engineering Manager,AAI
AGA19C,Occup Safety & Health Trng Mgr,AAI
AEA19E,Continuous Imprvmnt Specialist,AAI
3E3ZZB,Engineer,AAI
AEA19C,Process Performance Engineer,AAI
3I3ZZU,Sr Data Analyst,AAI
3I3ZZX,Staff Software Engineer,AAI
3I3ZZR,"Manager, AI Algorithms",AAI
3I3ZZV,Sr Data Engineer,AAI
3I3ZZL,Data Analyst,AAI
A-COOP,Co-Op,AAI
3R3ZZE,Sr Product & Comm Counsel,AAI
3H3ZZJ,"Sr Director, HR",AAI
3O3ZZC,Operations Manager,AAI
3I3ZZN,"Manager, IT Operations",AAI
3M3ZZA,Facilities Manager,AAI
3R3ZZB,General Counsel,AAI
3F3ZZB,Financial Analyst,AAI
3H3ZZF,HR Generalist,AAI
3T3ZZA,Technology Scout,AAI
333ZZS,Sr Product Manager,AAI
3Y3ZZB,Executive Assistant,AAI
F-COOP,FAL Co-Op,AAI
SATZZB,CCO,AAI
F4FZZC,FAL Apprentice,AAI
VYVZZA,Executive Assistant,AAI
VZVZZB,Investment Partner,AAI
VHVZZA,HO Human Resources,AAI
VZVZZE,Venture Capital Associate,AAI
AEA19A,MOD Development Leader,AAI
A-INTD,Intern (Direct),AAI
MYAZZE,Admin Assistant II,AAI
MFAZZF,AR GL Accountant,AAI
MFAZZG,Finance Manager,AAI
MAAZZA,President,AAI
MIAZZF,IT Support Specialist,AAI
MHAZZA,HR Manager,AAI
MFAZZD,HO Finance,AAI
MSAZZB,HO Sales Bus Dvlpmt & Bid Mgmt,AAI
MEAZZD,Mechanical Engineer,AAI
MEAZZK,"Manager, Mechanical Eng",AAI
MOAZZS,Project Manager,AAI
MEAZZO,Manufacturing Engineer II,AAI
MOAZZP,Electrical Assember I,AAI
MIAZZH,"Manager, Software Engineering",AAI
MLAZZA,HO NA Customer Service,AAI
MEAZZA,Applications Engineer,AAI
MSAZZA,HO Technology Business Dvlpmnt,AAI
MIAZZK,Systems Engineer III,AAI
MEAZZM,Mgr Engineering Applications,AAI
MIAZZB,Systems Engineer,AAI
MOAZZU,Robotics Technician II,AAI
MPAZZC,Buyer,AAI
MEAZZU,Principal Mechanical Engineer,AAI
MQAZZB,HO Quality,AAI
MEAZZJ,Electrical Principal Engineer,AAI
MEAZZQ,Applications Engineer II,AAI
MIAZZI,Sr Systems Engineer,AAI
MYAZZA,HO Business Operations,AAI
MEAZZT,HO Products,AAI
MMAZZA,Assistant Facilities Manager,AAI
MOAZZO,Sr Program Manager,AAI
MEAZZL,"Manager, Systems Engineering",AAI
MEAZZR,Sustainability Engineer III,AAI
MOAZZR,Mechanical Assembly Lead,AAI
MIAZZD,Sr Software Engineer,AAI
MEAZZS,Manufacturing Engineer III,AAI
MBAZZA,Logistics Specialist,AAI
MIAZZC,Systems Engineer II,AAI
MEAZZN,Manufacturing Engineer I,AAI
MOAZZJ,Shippng Recvng Inventory Clerk,AAI
MTAZZD,Business Systems Architect II,AAI
MTAZZC,R&D Specialist,AAI
MOAZZI,Robotics Technician,AAI
MOAZZV,Systems Technician II,AAI
MEAZZI,Electrical Engineer II,AAI
MOAZZQ,Mechanical Assembler I,AAI
MOAZZN,Systems Technician Lead,AAI
MOAZZC,Factory and Production Manager,AAI
MEAZZG,Applications Engineer Lead,AAI
MTAZZE,Business Systems Architect I,AAI
MOAZZE,Machine Shop Manager,AAI
MOAZZT,HO Operations,AAI
MIAZZJ,Software Engineer II,AAI
0,Intern,AHI
1,President,AHI
2,Deputy to Managing Director,AHI
4,VP-Legal Affairs & Head of Legal Compliance,AHI
7,VP-Commercial Sales & Marketing,AHI
9,VP-Engineering & Flight Operations,AHI
11,Dir-Human Resources Operations,AHI
13,Dir Industrial Planning & Production Control,AHI
14,VP-Strategy & Transformation,AHI
16,Dir New Helicopter Completions & Flight Line,AHI
21,Dir Production,AHI
22,Sr Dir- AMC Program,AHI
25,Mgr-Flight Line & Paint,AHI
26,Mgr Program Logistics for Military Programs,AHI
27,Sr Dir-Commercial Contracts,AHI
29,"Dir-Planning, Reporting, & Cost Base Controll",AHI
33,Dir North America Marketing,AHI
36,Mgr-Lakota Business Analytics,AHI
38,Dir-Specialty Sales Team,AHI
40,VP-Quality,AHI
41,VP-Customer Support,AHI
42,VP & CFO,AHI
43,Sr Dir-Technical Support,AHI
46,HO Procurement AHNA,AHI
55,Mgr-Avionics,AHI
58,Sr Dir-Government Programs CLS,AHI
60,Mgr-Maintenance and Repair (MAR),AHI
61,Sr Mgr-Blade Repair,AHI
62,Dir Aviation Safety AHNA,AHI
64,Procurement Service Liaison,AHI
67,"Avionics Electrical, Unit Member, Level II",AHI
69,Mgr-Contract Administration,AHI
71,Support and Repair Engineer Level III,AHI
72,Head of PBH (Power-by-Hour),AHI
74,Dir Quality,AHI
75,Mgr-NHC/ LUH Retrofit/ HM,AHI
77,Mgr-Material Distribution,AHI
79,Sr HRBP,AHI
83,Sr Mgr-PBA and ACJ Markets,AHI
88,Regional Sales Manager,AHI
89,Sr Mgr-Material Support for Military Programs,AHI
91,Sr Dir-Engineering,AHI
94,Sr Mgr-Business Office MRO,AHI
95,Support and Repair Engineer Level II,AHI
96,Sr Mgr-Key Account Sales & Support,AHI
97,Mgr-Quality Engineer DSCM,AHI
99,Training and Development Manager (MRO),AHI
103,Mgr-Government Contracts,AHI
104,Support and Repair Engineer (Level 1),AHI
105,Multimedia Production Coordinator,AHI
106,Mgr-Warehouse,AHI
107,Mgr-Material Planning,AHI
108,PLM IM Specialist,AHI
109,International Certification Engineer,AHI
110,"Sr Mgr, Contract Administration",AHI
111,NASA Program Liaison,AHI
115,Mgr-Safety Mgmt. System & Analytics,AHI
117,Support and Repair Engineer (Associate),AHI
119,Associate Pricing-Costing Analyst,AHI
120,Pricing/Costing Analyst,AHI
121,NDT B (Non-Destructive Testing) Quality Inspe,AHI
122,NDT A (Non-Destructive Testing) Quality Inspe,AHI
123,Sr. NDT (Non-Destructive Testing) Quality Ins,AHI
124,Mgr-Financial Accounting,AHI
126,Mgr-AOG Desk Operations,AHI
128,Spr-MAR,AHI
131,Sr Quality Inspector II,AHI
135,Financial Analyst - Business Controlling,AHI
136,"Dir-Strategy & Transformation, Mil. Bus.",AHI
137,Mgr-Support Contracts,AHI
141,Spr- Paint Operations-MS,AHI
143,Mgr-Purchasing,AHI
146,"Spr, Kitting & Tools",AHI
147,Spr-Warehouse,AHI
151,"Head of Industrial, Plant & Program Control",AHI
153,Mgr-Technical Support,AHI
154,Mgr-Customer Support Center,AHI
156,Tool Administrator,AHI
159,Customer Fleet Manager,AHI
163,Sr Dir-Marketing,AHI
165,Sr Dir Safety Programs NA,AHI
173,Sr Aerospace Systems Engineer,AHI
175,Sr Business Analyst,AHI
177,Sr Customer Logistics Manager,AHI
179,Program Business Analyst Manager,AHI
186,Sr Mgr-Fort Rucker CLS Operations,AHI
187,Mgr-Tail Boom/Composites,AHI
192,Spr-Planning/Production Control,AHI
193,Sr Mgr-Program Logistics,AHI
198,VIE,AHI
199,Spr-Blade Repair Shop,AHI
201,Sr Dir-Cost Accounting & Planning,AHI
203,Contract Administrator,AHI
210,Mgr-Material Support Military A/C,AHI
217,Mgr-Payroll & HRIS Systems,AHI
220,Sr  FTZ & Traffic Administrator,AHI
226,Material Administrator - Kits,AHI
227,ODA Lead Administrator,AHI
229,Spr-Business Operations,AHI
231,Bid & Proposal Specialist,AHI
232,Spr-Technical Publications,AHI
233,Chief of Staff,AHI
234,Forecast Analyst Programmer,AHI
238,Gov. Technical Representative (In House),AHI
240,Sr Dir-Commercial Sales,AHI
241,"Mgr, Technical Support Engineering",AHI
242,Business Controller - Level 2,AHI
243,Sr Mgr-Business Acquisition,AHI
246,Dir-Supply Chain Quality & Supplier Dev,AHI
248,Sr Dir-Aviation Education & Outreach,AHI
251,Sr Financial Analyst,AHI
252,Production and Maintenance Test Pilot,AHI
253,Sr. Planning/Forecasting Specialist,AHI
256,Business Controller - Level 1,AHI
264,VP of Human Resources & EHS,AHI
266,Data Governance Manager,AHI
268,Engineering Architect Level 3,AHI
269,"Dir-Lakota Production, Retrofit & Mods",AHI
272,Ho Procurement Projects AHNA,AHI
273,Sr Mgr-Technical Support,AHI
274,Government Property Specialist,AHI
275,Mgr-Paint Operations,AHI
286,Government Finance Analyst,AHI
288,Sr Mgr-Health & Safety,AHI
292,Connected Services EIS Manager,AHI
295,Mgr-Business System & Forecasting Reporting,AHI
308,Associate Export Shipping Specialist,AHI
311,Quality Analyst,AHI
312,Administrative Assistant,AHI
314,Spr-Repairables Logistics,AHI
316,Sr Executive Assistant to President/CEO,AHI
317,Executive Assistant,AHI
318,Sr Administrative Assistant,AHI
320,Buyer,AHI
321,Financial Administrator,AHI
322,Sr. Accounts Receivable Administrator,AHI
323,Aircraft Demonstrations Manager,AHI
325,Supply Depot Administrator,AHI
326,Infrastructure Project Manager,AHI
329,Spr-Tail Boom,AHI
334,Master Pilot,AHI
339,Project Buyer,AHI
344,Mgr-Import Compliance,AHI
346,Associate Strategic Buyer,AHI
348,Sr Dir-Government Relations,AHI
356,Customs Broker-Classifications Specialist,AHI
357,HO Business Controlling AHNA,AHI
363,"Senior Manager, Technical Offers",AHI
364,Ho Material Distribution (Dir),AHI
365,Mgr-Accounts Receivable,AHI
372,HRBP,AHI
373,Master Technical Instructor,AHI
376,Government Property Admin,AHI
377,Regional Marketing Coordinator,AHI
380,Customer Logistics Specialist,AHI
382,Sr Mgr-Ethics & Compliance,AHI
383,Marketing & Support Quote Engineer,AHI
385,Mgr-Digital Marketing,AHI
386,Repairables Liaison,AHI
387,Dir-Commercial Offers  Contracts,AHI
388,Material Planner,AHI
389,Mechanical Design/Liason Engineer,AHI
391,Mgr-QA,AHI
392,Engineering Architect Expert,AHI
393,Structural Engineer,AHI
395,Accounting Invoicing Specialist,AHI
397,Engineering Architect Level 2,AHI
398,Operational Buyer,AHI
399,Associate Operational Buyer,AHI
400,Sr Warranty & Repairable Analyst,AHI
403,Training and Repair Product Manager,AHI
406,Sr Mgr-MS Flight Test,AHI
407,Pilot,AHI
408,Chief Pilot,AHI
410,Aviation Safety Manager,AHI
418,Business Process Analyst/Project Manager,AHI
420,"Specialist, Communications",AHI
421,Sr Toolcrib Attendant,AHI
422,Regional Technical Representative,AHI
423,Repairables Coordinator,AHI
427,Business Intel Developer (BI/BW),AHI
428,Forecast Analyst,AHI
430,Material/Procurement Data Management Coord,AHI
431,Facilities Engineer,AHI
434,Master Scheduler,AHI
436,Sr Electrical/Avionics Engineer,AHI
437,Regional Marketing Manager,AHI
439,Technical Advisor,AHI
441,Systems Support Specialist & Trainer,AHI
442,Sr Mgr-Regional Sales and NG Business Develop,AHI
445,Flight Test Analyst,AHI
448,Operations Planner,AHI
449,Quality Engineer,AHI
451,Sr Technical Representative,AHI
452,Power by Hour (PBH) Representative,AHI
453,Customer Service Representative,AHI
454,Sr Technical Instructor,AHI
456,Lead Customer Fleet Manager,AHI
461,Gov. Cloud Product Owner,AHI
462,Head of Quality Management Systems,AHI
464,Materials Administrator,AHI
465,Sr Operations Planner,AHI
468,Sr Pilot,AHI
469,Rotable Pool Inventory Manager,AHI
470,Technical Representative,AHI
471,Co-op,AHI
474,Configuration Specialist,AHI
475,Spr-Production Engineering,AHI
476,Associate Production Engineering Specialist,AHI
477,Mgr Production Engineering and Control,AHI
479,Project Manager,AHI
480,Material Master Coordinator,AHI
485,Sr Dir-Head of Region CustomerTraining,AHI
486,Sr Strategic Buyer,AHI
487,Sr Project Manager,AHI
493,Spr-Avionics,AHI
495,Finance IM PSL Lead,AHI
496,Sr Mgr-Technical Training,AHI
497,Mgr-Data Management Group,AHI
499,Supply Chain Securization Manager,AHI
500,Industrial Planner,AHI
501,Principal Software Engineer,AHI
505,Order Processor,AHI
506,Sr Mgr-Customer Experience Marketing,AHI
508,Sr Dir-Export Compliance,AHI
510,Sr Order Processor,AHI
514,Associate Flight Test Analyst,AHI
516,Flight Test Engineer,AHI
517,Sr Flight Test Engineer,AHI
518,Training Services Coordinator,AHI
524,Associate Business Analyst,AHI
526,Sr Customer Service Representative,AHI
527,Sr Mgr-A/C Accident Investigation,AHI
529,Operational Buyer Level 1,AHI
530,Sr-Operational Buyer,AHI
534,Production Project Manager-LUH,AHI
535,ODA STC Manager,AHI
537,Sr Material Planner,AHI
538,Sr Legal Counsel,AHI
539,Legal Counsel,AHI
541,Sr Material Administrator,AHI
543,Flight Test Instrumentation Specialist,AHI
545,Cost Accountant-Level 1,AHI
549,Assoc. PM/ Business Analyst,AHI
554,Lead-Trainer / Continuous Improvement,AHI
563,Mgr-Accounts Payable,AHI
566,Structural Engineering Designer,AHI
568,Sr Regional Technical Representative,AHI
571,"HO Planning, Reporting & Cost Base Controllin",AHI
574,Americas Customer Centers Coordinator,AHI
575,Sr Cost Accountant,AHI
577,Certification Compliance Manager,AHI
579,HO CLS Fleet Management (Government Programs),AHI
584,Staff Instructor,AHI
587,HO CLS Logistics (GP),AHI
588,Sr Dir-Logistics Supply Chain,AHI
593,Strategic Buyer,AHI
594,Sr Mgr - FAL,AHI
596,Sr Mgr - NHC & Flt Line,AHI
598,Mgr-Operational Procurement,AHI
600,Sr Mgr Compensation & Benefits/ Leave Mgmt.,AHI
603,Certification Project Administrator,AHI
605,"Lead, Material Support for Military Programs",AHI
608,"Sr Mgr-Cost Accounting, Planning & Reporting",AHI
610,Mgr-Government Pricing,AHI
611,Electrical DER & ODA Unit Member,AHI
612,Program Logistics Liaison,AHI
616,Aircraft Fueler,AHI
617,Business Office Manager,AHI
619,Data & Business Intelligence Analyst,AHI
621,Aircraft Specialist,AHI
622,Audit Manager/Senior QE,AHI
624,Chief of Developmental Test,AHI
635,Sr Material Specialist,AHI
636,Sr Dir-Specialty Sales Team,AHI
637,Intercompany Procurement Service Liaison,AHI
638,Sr Electrical Avionics Liaison,AHI
641,HO Developmental and Experimental Flight Test,AHI
643,Data Analyst,AHI
648,Inspection Training Manager/Senior QE,AHI
649,Sr Quality Inspector,AHI
650,HO Connected Services NA,AHI
653,Spr-Industry Planning & Control,AHI
654,Sr Pricing/Costing Analyst,AHI
655,Sr Configuration Specialist,AHI
656,Customer Support Liaison (USCG),AHI
657,Spr-Production Line,AHI
658,Spr-Electrical Shop,AHI
659,Sr Customer Support Manager,AHI
660,Mgr-Business Systems and CI,AHI
661,Configuration Manager,AHI
663,MRO Customer Experience Lead,AHI
664,MRO Repairs Operations Lead,AHI
665,Sr Mgr - Industrial  & Quality Engineering,AHI
667,"Sales Manager, Completions",AHI
668,"Sales Manager, Market Segment",AHI
670,MRO Component Repair Operations Rep,AHI
671,Customer Experience Representative,AHI
672,Sector/Site Security Manager,AHI
675,Mgr-Environmental Health & Safety-MS,AHI
679,Part-Time-Regional Technical Representative (,AHI
681,SAP Business Analyst,AHI
682,Sr Mgr - Asset Management & SS HCare Sales,AHI
683,LUH-Maintenance Support Technician,AHI
684,Project Manager- S&S,AHI
685,Training Manager (MS),AHI
686,IM Site Relationship Manager (SRM),AHI
687,MRO Business Office Liaison,AHI
688,Spr-LUH Retrofit and NHC,AHI
689,Spr-Flightline,AHI
690,Technical Support Liaison,AHI
693,Mgr - Product Marketing & Analysis,AHI
697,Experimental Test Pilot,AHI
700,A/C Tech Trainee,AHI
706,Technical Instructor,AHI
709,Sr Mgr-Key Account Customer Support Manager,AHI
713,Facilities Technician/Aircraft Fueler,AHI
716,Simulator Technician Specialist,AHI
717,Warehouse Administrator,AHI
720,Compliance Administrator,AHI
721,System Engineer - USCG Special Assignment,AHI
722,"Sr Mgr, IM Material & Logistics Product Servi",AHI
726,Associate Avionics Design Engineer,AHI
728,Associate Structural Design Engr,AHI
730,HO Research and Technology,AHI
731,Dir-USCG Programs,AHI
732,"Deputy Chief Pilot-Maintenance, Mktg & Demo",AHI
733,Deputy Chief Pilot-Training,AHI
735,Sr Mgr-People Ops & Employee Services NA,AHI
739,Sr Mgr-CLS Program Management Office (PMO),AHI
741,"Spr-LUH Retrofit, Maintenance",AHI
742,PT-Sr Contract Administrator,AHI
743,Sr Mgr-Costing (Pricing),AHI
745,Mgr-Strategic Procurement (Military),AHI
746,Spr-Customer Support,AHI
747,HR Data & Leave Admin. Specialist NA,AHI
752,Warranty & Repairable Analyst,AHI
753,People Ops Specialist NA,AHI
754,Master Test Pilot,AHI
756,Flight Ops Coordinator,AHI
757,Lead Quality Inspector,AHI
758,Lead Auditor,AHI
