Job_Code,Job_Title,Siglum
AIAVAF,IM Service Delivery Mgr,AAI
AIAVAN,IM Mkting & Sales Prod Mgr,AAI
AIAVAH,IM Solution Architect,AAI
AIAVAQ,"Mgr, IM Cyber Security Program",AAI
AIAVAP,"Sr Mgr, Entrprise Infrast Arch",AAI
AIAVAI,IM Cyber Architect,AAI
AIAVAD,IM Products Mgr,AAI
AIAVAT,IM Value Optimization Mgr,AAI
AIAVAA,IT Director I,AAI
AIAVAC,Sr Systems Specialist,AAI
AFAVAL,Cust Svcs Controller Satair,AAI
AGAVAF,Legal Counsel Environment Affs,AAI
AGAVAB,QMS Director,AAI
AGAVAH,Security Governance Manager,AAI
AGAVAI,Reg. Cybersecurity Risk Mgr,AAI
AGAVAC,Regional Safety Director,AAI
AGAVAK,"Sr Manager, Sector Security",AAI
ADAVAA,Communications Director I,AAI
FDFVAA,Communications Senior Manager,AAI
ADAVAB,Sr Mgr Mktg Trd Shw HO Exp Ctr,AAI
ADAVAD,"Manager, Perf & Stakeholder",AAI
ADAVAC,Communications Sr Manager,AAI
FHF18B,Global Mobility Manager,AAI
APAVBI,Complex Project Leader,AAI
FHF19E,Compensation Manager,AAI
AHAVAI,"Sr Manager, HR & WP PMO",AAI
APAVBJ,HO Procurmnt Ops Equip & Sys,AAI
APAVAC,Supply Chain Dvlp Leader,AAI
APAVAN,Propulsion Systems Sr Manager,AAI
APAVAA,Quality Systems Director,AAI
AHAVAA,HR Director,AAI
AHAVBG,"Director, Global Mobility",AAI
3I3ZZF,Director Software Engineering,AAI
FEF19E,"Supervisor, Project Industrial",AAI
APA19I,Eng Leader - Major Mods Intro,AAI
APAVAE,Procurement Director,AAI
FPFVAA,Flying Parts Procurement Mgr,AAI
FPFVAD,"Mgr, Propulsion Delivery Ops",AAI
APA18B,Ordering Leader,AAI
FEF19F,"Supervisor, MAP Engineering",AAI
ASAB4D,VP Business Development TESAT,AAI
APAVAV,Supply Chain & Qual Proj Mgr,AAI
AGAVAJ,EHS Compliance & Govern Mgr,AAI
AHAVAC,HR Chief of Staff,AAI
ALAVA5,Cust Svcs Chief of Staff,AAI
ALAVAE,Supplier Support Director,AAI
ALAVAB,Customer Support Director I,AAI
ALAVAN,HO Region Americas Avionics,AAI
ALAVA6,Cust Svcs Supp Chain Qual Mgr,AAI
ALAVAQ,Fleet Program Manager,AAI
ALAVAP,HO Repair Solutions,AAI
AOAVAB,Working Party Manager,AAI
AKAVAD,Field Svc Director Expat,AAI
ALAVAY,"Sr Manager, Scheduling",AAI
ALAVAT,"Manager, Technical Operations",AAI
ALAVAF,Director Technical Support,AAI
ALAVA8,Maint Trng Director (FAA),AAI
ALAVAG,Flight Operations Manager,AAI
ALAVAW,"Manager, Product Delivery",AAI
ALAVAR,Sr Program Manager,AAI
KIBVAB,Sr Customer Success Manager,AAI
KSBVAA,"Manager, Business Growth",AAI
KIBVAC,Partnerships Development Mgr,AAI
ALAVAD,Business Development Manager,AAI
ALAVA2,Fleet Efficiency Program Mgr,AAI
ALAB5A,Business Development Mgr,AAI
ALAVA7,Customer Program Director,AAI
ALAVAZ,Reg Portfolio & Account Mgr,AAI
FEFVAC,"Manager, Jigs & Tools",AAI
F9FVAA,"Manager, Operations",AAI
FQFVAH,FOD Manager,AAI
FQFVAF,"Manager, Quality Improvement",AAI
F1FVAM,Senior Change Agent Expert,AAI
F1FVAG,"Manager, Digital Portfolio",AAI
F9FVAD,"Manager, Project Mgmt",AAI
FOFVAD,"HO Process, Methods, & Tools",AAI
FEFVAJ,"Manager, A320 VSM Planning",AAI
F9FVAB,"Manager, ACM & Performance",AAI
FPFVAC,A320 Cust FAL Interface Lead,AAI
FEFVAD,"Manager, Manufacturing Eng",AAI
F6FVAA,"Manager, Flightline",AAI
FBFVAC,"Manager, Logistics Transport",AAI
FQFVAB,"Manager, Flightline Quality",AAI
FQFVAG,"Manager, Quality Flowline",AAI
FCFVAA,"Manager, Aircraft Delivery",AAI
FEFVAE,"Manager, MAP Engineering",AAI
FEFVAH,MAP Business & Competency Mgr,AAI
FQFVAA,"Manager, Config & Conformity",AAI
F1FVAE,Industrial Architect,AAI
FEFVAG,"Manager, Maintenance Eng",AAI
FBFVAF,"Sr Mgr, Log Projs & Ramp Up",AAI
FEFVAK,ARP Integration Engineer,AAI
FVFVAA,"Manager, ARP Product",AAI
FIFVAE,ARP IM Solution Owner,AAI
FFFVAF,CAPEX Manager,AAI
F1FVAK,Senior PMO,AAI
FHFVAB,"Manager, Training",AAI
FIFVAD,IM Ops Digital Manager,AAI
FEFVAM,"Manager, A220 Program Planning",AAI
FQFVAE,"Manager, Product Improvement",AAI
FQFVAC,"Manager, Quality Assurance",AAI
F1FVAA,"Manager, AOS",AAI
FEFVAB,"Manager, Industrial Eng",AAI
FEFVAI,MAP Production Specialist,AAI
FBFVAH,"Manager, WMP & Performance",AAI
FGFVAA,"Manager, H&S",AAI
FLFVAA,"Manager, Customer Experience",AAI
FBFVAE,"Mgr, Log Opertnl Excellence",AAI
FBFVAD,"Sr Manager, Logistics Services",AAI
FGFVAB,"Manager, Environmental Sustain",AAI
F1FVAL,Site Svcs Transformation Mgr,AAI
FJFVAA,"Manager, Delivery Transaction",AAI
FHFVAD,Change Manager,AAI
F1FVAC,"Sr Manager, Facilities",AAI
FFFVAB,"Manager, Customs",AAI
AXAVAC,Govt Relations Sr Manager,AAI
AEAVAD,Sr Engineering Specialist,AAI
AOAVAC,"Manager, Site Business Mgmt",AAI
AEAVAA,Industrial & Manuf Eng Leader,AAI
ASAVAA,Sales Manager,AAI
AJAVAB,Sales Contracts Manager,AAI
ANAVAA,Director Marketing,AAI
ANAVAB,Airline Marketing Manager,AAI
AJAVAC,Services Credit Manager,AAI
ALAVAU,Commercial Trng Svcs Director,AAI
ANAVAC,Airline Marketing Manager II,AAI
ALAVAH,Svcs Marketing Director,AAI
ALAVA3,"Director, Commercial Services",AAI
ALAVAC,Training Svs Director,AAI
APAVAR,Propulsion NPI Mgr,AAI
ATAVBD,"Director, Sust & Enviro Proj",AAI
ATAVBC,"Director, Sustainable Fuels",AAI
ATAVBB,Ind Systems Sr Program Mgr,AAI
ATAVAC,Sr Program Manager,AAI
AVAVBA,Director Strategy & Corp Dvlp,AAI
AHAVBH,"Director, Change Mgmt & Cultur",AAI
AHAVBE,Talent Management Director,AAI
AHAVBI,"Director, HR Digital Transform",AAI
AFAVBL,Accounting Senior Manager,AAI
AFAVBK,HO Central & Functions Control,AAI
AFAVBM,Senior Finance Controller,AAI
AFAVBG,HO Internal Ctrls & Aff Fnan,AAI
AFAVBF,HO Financial Systems,AAI
AFAVBA,HO US Customs,AAI
AFAVBC,Tax Sr Manager II,AAI
AFAVBB,Sales Finance Director,AAI
AFAVBH,HO Treasury,AAI
AIAVBA,HO IM Enterprise Architecture,AAI
AIAVBI,"Director, Hosting Svcs & Platf",AAI
AIAVBF,"Director, NA IM Cyber Security",AAI
AIAVBG,"Director, Digital Transfmtn",AAI
AIAVBB,IM Service Delivery Mgr,AAI
AFAVBJ,HO Services Finance,AAI
AGAVBB,Flight Ops Technical Director,AAI
AEAVBA,Engineering Director,AAI
AGAVBF,"Director, Crisis Management",AAI
AIAVBH,"Dir, Bus Cont & Disast Recov",AAI
AGAVBG,Reg. Cybersecurity Project Dir,AAI
AEA19B,Engineering Specialist,AAI
ARAVBB,Legal Counsel,AAI
ARAVBA,Sr Legal Counsel,AAI
APAVBL,HO Supply Chain & Qual Cabin,AAI
FPFVBB,"Director, General Procurement",AAI
APAVBA,"Director, General Procurement",AAI
APAVBC,Prplsn Systems Ops Director,AAI
APAVBF,HO AAPT,AAI
APAVBB,HO Strategic Marketing,AAI
AUAVBC,Director Supp Trnfm Mgmt Cabin,AAI
APAVBP,Supplier Transf Mgmt Director,AAI
ALAVBE,Quality Mgmt Director,AAI
ALAVBB,Customer Support Director,AAI
ALAVBX,Freighter Support Director,AAI
ALAVBM,HO Regional Customer Support,AAI
ALAVBV,"Director, Supp Mgmt Cust Svcs",AAI
ALAVBW,"Dir, Programs Support & Eng",AAI
ALAVBT,"Director, Major Repair & WP",AAI
ALAVBS,HO FHS NA & LatAm,AAI
ALAVBH,"Director, Bus Ops & Planning",AAI
ALAVBO,Director Flight Training,AAI
ALAVBI,"Director,Flt Ops Support (FAA)",AAI
ALAVBG,Svcs Sales Director II,AAI
KIBVBA,HO Digital Development,AAI
ALAVBA,HO Business Development,AAI
FEFVBA,"Director, Industrial Eng",AAI
FQFVBG,"Director, Quality Operations",AAI
FQFVBF,"Director, A320 QA & Standards",AAI
F1FVBE,"Director, Cont Improvement",AAI
F9FVBC,"Director, Industrial Transform",AAI
FPFVBA,"Director, Procurement Ops",AAI
FEFVBB,"Director, Manufacturing Eng",AAI
F9FVBB,"Director, Operations",AAI
FBFVBC,"Director, Lineside Log Ops",AAI
FPFVBC,HO A320 Family Prgram Planning,AAI
FEFVBC,"Director, MAP Engineering",AAI
FQFVBD,"Director, Customer Quality",AAI
F9FVBD,HO X-Plant,AAI
FOFVBB,"Director, Program Ramp-Up",AAI
FEFVBG,"Director, Jigs & Tools",AAI
FBFVBB,"Director, Log Proj & Ramp-Up",AAI
FQFVBC,"Sr Manager, Product Assurance",AAI
FVFVBA,"Manager, ARP Deployment",AAI
FEFVBF,"Director, Eng Work Stream",AAI
FHFVBA,"Director, HR Operations",AAI
FFFVBC,HO Controlling,AAI
FQFVBB,"Director, Quality VSM",AAI
FQFVBA,"Director, Quality",AAI
FOFVBA,A220 IPT Program Director,AAI
FCFVBA,"Director, A220 Program",AAI
FHFVBE,"Director, Compet & Learning",AAI
FIFVBD,"Director, IM Manuf & Qual PSL",AAI
FGFVBA,"Director, EHS",AAI
FJFVBB,"Director, Sales Contracts Mgmt",AAI
FBFVBA,"Director, Log & Transport",AAI
F1FVBA,"Director, Site AOS",AAI
FIFVBC,Digital & Ind Transf Director,AAI
F1FVBD,Site Senior PMO,AAI
F6FVBB,"Dir, X-Progrm Cust Line Transf",AAI
F8FVBA,"Director, Prod Flight Test",AAI
FIFVBB,"Director, IM NA E2E Plng & Log",AAI
F1FVBC,"Dir, Site Plng & Supply Chain",AAI
FFFVBA,"Director, Internal Controls",AAI
FRFVBA,Ethics & Compliance Sr. Mgr.,AAI
ALAVBK,"Director, Training Center Ops",AAI
AXAVBA,Director Government Relations,AAI
FXFVBA,"Director, Gov't Relations",AAI
AEAVBB,HO Engineering Business Ops,AAI
AFAVBI,HO Engineering Controlling,AAI
AUAVBA,Project/Program Director II,AAI
AUAVBB,HO US Program Management USPM,AAI
ASAVBB,Sales Director,AAI
ALAVBU,Customer Account Director,AAI
ANAVBD,Marketing Director,AAI
ASAVBC,Sales Corporate Jets Director,AAI
AJAVBA,Contracts Director I,AAI
ASAVBA,Regional Sales Director,AAI
ANAVBA,Airline Marketing Director,AAI
ANAVBC,Sr Director Marketing,AAI
ANAVBB,Strategic Marketing Director,AAI
ALAVBR,Svcs Sales Director I,AAI
ALAVB0,"Director, Contracts / Warranty",AAI
AZAZZE,Global Graduate,AAI
KIBZZD,Product Designer,AAI
3I3ZZB,Software Engineer,AAI
APAVAO,Lead Supply Chain Quality Mgr,AAI
3V3ZZA,Business and Product Strategy,AAI
3E3ZZD,Sr Engineer,AAI
333ZZY,Advanced Manuf Project Exec,AAI
333ZZL,Project Manager,AAI
3E3ZZF,Engineering Manager,AAI
AGA19C,Occup Safety & Health Trng Mgr,AAI
AEA19E,Continuous Imprvmnt Specialist,AAI
3E3ZZB,Engineer,AAI
AEA19C,Process Performance Engineer,AAI
3I3ZZU,Sr Data Analyst,AAI
3I3ZZX,Staff Software Engineer,AAI
3I3ZZR,"Manager, AI Algorithms",AAI
3I3ZZV,Sr Data Engineer,AAI
3I3ZZL,Data Analyst,AAI
A-COOP,Co-Op,AAI
3R3ZZE,Sr Product & Comm Counsel,AAI
3H3ZZJ,"Sr Director, HR",AAI
3O3ZZC,Operations Manager,AAI
3I3ZZN,"Manager, IT Operations",AAI
3M3ZZA,Facilities Manager,AAI
3R3ZZB,General Counsel,AAI
3F3ZZB,Financial Analyst,AAI
3H3ZZF,HR Generalist,AAI
3T3ZZA,Technology Scout,AAI
333ZZS,Sr Product Manager,AAI
3Y3ZZB,Executive Assistant,AAI
F-COOP,FAL Co-Op,AAI
SATZZB,CCO,AAI
F4FZZC,FAL Apprentice,AAI
VYVZZA,Executive Assistant,AAI
VZVZZB,Investment Partner,AAI
VHVZZA,HO Human Resources,AAI
VZVZZE,Venture Capital Associate,AAI
AEA19A,MOD Development Leader,AAI
A-INTD,Intern (Direct),AAI
MYAZZE,Admin Assistant II,AAI
MFAZZF,AR GL Accountant,AAI
MFAZZG,Finance Manager,AAI
MAAZZA,President,AAI
MIAZZF,IT Support Specialist,AAI
MHAZZA,HR Manager,AAI
MFAZZD,HO Finance,AAI
MSAZZB,HO Sales Bus Dvlpmt & Bid Mgmt,AAI
MEAZZD,Mechanical Engineer,AAI
MEAZZK,"Manager, Mechanical Eng",AAI
MOAZZS,Project Manager,AAI
MEAZZO,Manufacturing Engineer II,AAI
MOAZZP,Electrical Assember I,AAI
MIAZZH,"Manager, Software Engineering",AAI
MLAZZA,HO NA Customer Service,AAI
MEAZZA,Applications Engineer,AAI
MSAZZA,HO Technology Business Dvlpmnt,AAI
MIAZZK,Systems Engineer III,AAI
MEAZZM,Mgr Engineering Applications,AAI
MIAZZB,Systems Engineer,AAI
MOAZZU,Robotics Technician II,AAI
MPAZZC,Buyer,AAI
MEAZZU,Principal Mechanical Engineer,AAI
MQAZZB,HO Quality,AAI
MEAZZJ,Electrical Principal Engineer,AAI
MEAZZQ,Applications Engineer II,AAI
MIAZZI,Sr Systems Engineer,AAI
MYAZZA,HO Business Operations,AAI
MEAZZT,HO Products,AAI
MMAZZA,Assistant Facilities Manager,AAI
MOAZZO,Sr Program Manager,AAI
MEAZZL,"Manager, Systems Engineering",AAI
MEAZZR,Sustainability Engineer III,AAI
MOAZZR,Mechanical Assembly Lead,AAI
MIAZZD,Sr Software Engineer,AAI
MEAZZS,Manufacturing Engineer III,AAI
MBAZZA,Logistics Specialist,AAI
MIAZZC,Systems Engineer II,AAI
MEAZZN,Manufacturing Engineer I,AAI
MOAZZJ,Shippng Recvng Inventory Clerk,AAI
MTAZZD,Business Systems Architect II,AAI
MTAZZC,R&D Specialist,AAI
MOAZZI,Robotics Technician,AAI
MOAZZV,Systems Technician II,AAI
MEAZZI,Electrical Engineer II,AAI
MOAZZQ,Mechanical Assembler I,AAI
MOAZZN,Systems Technician Lead,AAI
MOAZZC,Factory and Production Manager,AAI
MEAZZG,Applications Engineer Lead,AAI
MTAZZE,Business Systems Architect I,AAI
MOAZZE,Machine Shop Manager,AAI
MOAZZT,HO Operations,AAI
MIAZZJ,Software Engineer II,AAI
0000,Intern,AHI
0001,President,AHI
0002,Deputy to Managing Director,AHI
0004,VP-Legal Affairs & Head of Legal Compliance,AHI
0007,VP-Commercial Sales & Marketing,AHI
0009,VP-Engineering & Flight Operations,AHI
0011,Dir-Human Resources Operations,AHI
0013,Dir Industrial Planning & Production Control,AHI
0014,VP-Strategy & Transformation,AHI
0016,Dir New Helicopter Completions & Flight Line,AHI
0021,Dir Production,AHI
0022,Sr Dir- AMC Program,AHI
0025,Mgr-Flight Line & Paint,AHI
0026,Mgr Program Logistics for Military Programs,AHI
0027,Sr Dir-Commercial Contracts,AHI
0029,"Dir-Planning, Reporting, & Cost Base Controll",AHI
0033,Dir North America Marketing,AHI
0036,Mgr-Lakota Business Analytics,AHI
0038,Dir-Specialty Sales Team,AHI
0040,VP-Quality,AHI
0041,VP-Customer Support,AHI
0042,VP & CFO,AHI
0043,Sr Dir-Technical Support,AHI
0046,HO Procurement AHNA,AHI
0055,Mgr-Avionics,AHI
0058,Sr Dir-Government Programs CLS,AHI
0060,Mgr-Maintenance and Repair (MAR),AHI
0061,Sr Mgr-Blade Repair,AHI
0062,Dir Aviation Safety AHNA,AHI
0064,Procurement Service Liaison,AHI
0067,"Avionics Electrical, Unit Member, Level II",AHI
0069,Mgr-Contract Administration,AHI
0071,Support and Repair Engineer Level III,AHI
0072,Head of PBH (Power-by-Hour),AHI
0074,Dir Quality,AHI
0075,Mgr-NHC/ LUH Retrofit/ HM,AHI
0077,Mgr-Material Distribution,AHI
0079,Sr HRBP,AHI
0083,Sr Mgr-PBA and ACJ Markets,AHI
0088,Regional Sales Manager,AHI
0089,Sr Mgr-Material Support for Military Programs,AHI
0091,Sr Dir-Engineering,AHI
0094,Sr Mgr-Business Office MRO,AHI
0095,Support and Repair Engineer Level II,AHI
0096,Sr Mgr-Key Account Sales & Support,AHI
0097,Mgr-Quality Engineer DSCM,AHI
0099,Training and Development Manager (MRO),AHI
0103,Mgr-Government Contracts,AHI
0104,Support and Repair Engineer (Level 1),AHI
0105,Multimedia Production Coordinator,AHI
0106,Mgr-Warehouse,AHI
0107,Mgr-Material Planning,AHI
0108,PLM IM Specialist,AHI
0109,International Certification Engineer,AHI
0110,"Sr Mgr, Contract Administration",AHI
0111,NASA Program Liaison,AHI
0115,Mgr-Safety Mgmt. System & Analytics,AHI
0117,Support and Repair Engineer (Associate),AHI
0119,Associate Pricing-Costing Analyst,AHI
0120,Pricing/Costing Analyst,AHI
0121,NDT B (Non-Destructive Testing) Quality Inspe,AHI
0122,NDT A (Non-Destructive Testing) Quality Inspe,AHI
0123,Sr. NDT (Non-Destructive Testing) Quality Ins,AHI
0124,Mgr-Financial Accounting,AHI
0126,Mgr-AOG Desk Operations,AHI
0128,Spr-MAR,AHI
0131,Sr Quality Inspector II,AHI
0135,Financial Analyst - Business Controlling,AHI
0136,"Dir-Strategy & Transformation, Mil. Bus.",AHI
0137,Mgr-Support Contracts,AHI
0141,Spr- Paint Operations-MS,AHI
0143,Mgr-Purchasing,AHI
0146,"Spr, Kitting & Tools",AHI
0147,Spr-Warehouse,AHI
0151,"Head of Industrial, Plant & Program Control",AHI
0153,Mgr-Technical Support,AHI
0154,Mgr-Customer Support Center,AHI
0156,Tool Administrator,AHI
0159,Customer Fleet Manager,AHI
0163,Sr Dir-Marketing,AHI
0165,Sr Dir Safety Programs NA,AHI
0173,Sr Aerospace Systems Engineer,AHI
0175,Sr Business Analyst,AHI
0177,Sr Customer Logistics Manager,AHI
0179,Program Business Analyst Manager,AHI
0186,Sr Mgr-Fort Rucker CLS Operations,AHI
0187,Mgr-Tail Boom/Composites,AHI
0192,Spr-Planning/Production Control,AHI
0193,Sr Mgr-Program Logistics,AHI
0198,VIE,AHI
0199,Spr-Blade Repair Shop,AHI
0201,Sr Dir-Cost Accounting & Planning,AHI
0203,Contract Administrator,AHI
0210,Mgr-Material Support Military A/C,AHI
0217,Mgr-Payroll & HRIS Systems,AHI
0220,Sr  FTZ & Traffic Administrator,AHI
0226,Material Administrator - Kits,AHI
0227,ODA Lead Administrator,AHI
0229,Spr-Business Operations,AHI
0231,Bid & Proposal Specialist,AHI
0232,Spr-Technical Publications,AHI
0233,Chief of Staff,AHI
0234,Forecast Analyst Programmer,AHI
0238,Gov. Technical Representative (In House),AHI
0240,Sr Dir-Commercial Sales,AHI
0241,"Mgr, Technical Support Engineering",AHI
0242,Business Controller - Level 2,AHI
0243,Sr Mgr-Business Acquisition,AHI
0246,Dir-Supply Chain Quality & Supplier Dev,AHI
0248,Sr Dir-Aviation Education & Outreach,AHI
0251,Sr Financial Analyst,AHI
0252,Production and Maintenance Test Pilot,AHI
0253,Sr. Planning/Forecasting Specialist,AHI
0256,Business Controller - Level 1,AHI
0264,VP of Human Resources & EHS,AHI
0266,Data Governance Manager,AHI
0268,Engineering Architect Level 3,AHI
0269,"Dir-Lakota Production, Retrofit & Mods",AHI
0272,Ho Procurement Projects AHNA,AHI
0273,Sr Mgr-Technical Support,AHI
0274,Government Property Specialist,AHI
0275,Mgr-Paint Operations,AHI
0286,Government Finance Analyst,AHI
0288,Sr Mgr-Health & Safety,AHI
0292,Connected Services EIS Manager,AHI
0295,Mgr-Business System & Forecasting Reporting,AHI
0308,Associate Export Shipping Specialist,AHI
0311,Quality Analyst,AHI
0312,Administrative Assistant,AHI
0314,Spr-Repairables Logistics,AHI
0316,Sr Executive Assistant to President/CEO,AHI
0317,Executive Assistant,AHI
0318,Sr Administrative Assistant,AHI
0320,Buyer,AHI
0321,Financial Administrator,AHI
0322,Sr. Accounts Receivable Administrator,AHI
0323,Aircraft Demonstrations Manager,AHI
0325,Supply Depot Administrator,AHI
0326,Infrastructure Project Manager,AHI
0329,Spr-Tail Boom,AHI
0334,Master Pilot,AHI
0339,Project Buyer,AHI
0344,Mgr-Import Compliance,AHI
0346,Associate Strategic Buyer,AHI
0348,Sr Dir-Government Relations,AHI
0356,Customs Broker-Classifications Specialist,AHI
0357,HO Business Controlling AHNA,AHI
0363,"Senior Manager, Technical Offers",AHI
0364,Ho Material Distribution (Dir),AHI
0365,Mgr-Accounts Receivable,AHI
0372,HRBP,AHI
0373,Master Technical Instructor,AHI
0376,Government Property Admin,AHI
0377,Regional Marketing Coordinator,AHI
0380,Customer Logistics Specialist,AHI
0382,Sr Mgr-Ethics & Compliance,AHI
0383,Marketing & Support Quote Engineer,AHI
0385,Mgr-Digital Marketing,AHI
0386,Repairables Liaison,AHI
0387,Dir-Commercial Offers  Contracts,AHI
0388,Material Planner,AHI
0389,Mechanical Design/Liason Engineer,AHI
0391,Mgr-QA,AHI
0392,Engineering Architect Expert,AHI
0393,Structural Engineer,AHI
0395,Accounting Invoicing Specialist,AHI
0397,Engineering Architect Level 2,AHI
0398,Operational Buyer,AHI
0399,Associate Operational Buyer,AHI
0400,Sr Warranty & Repairable Analyst,AHI
0403,Training and Repair Product Manager,AHI
0406,Sr Mgr-MS Flight Test,AHI
0407,Pilot,AHI
0408,Chief Pilot,AHI
0410,Aviation Safety Manager,AHI
0418,Business Process Analyst/Project Manager,AHI
0420,"Specialist, Communications",AHI
0421,Sr Toolcrib Attendant,AHI
0422,Regional Technical Representative,AHI
0423,Repairables Coordinator,AHI
0427,Business Intel Developer (BI/BW),AHI
0428,Forecast Analyst,AHI
0430,Material/Procurement Data Management Coord,AHI
0431,Facilities Engineer,AHI
0434,Master Scheduler,AHI
0436,Sr Electrical/Avionics Engineer,AHI
0437,Regional Marketing Manager,AHI
0439,Technical Advisor,AHI
0441,Systems Support Specialist & Trainer,AHI
0442,Sr Mgr-Regional Sales and NG Business Develop,AHI
0445,Flight Test Analyst,AHI
0448,Operations Planner,AHI
0449,Quality Engineer,AHI
0451,Sr Technical Representative,AHI
0452,Power by Hour (PBH) Representative,AHI
0453,Customer Service Representative,AHI
0454,Sr Technical Instructor,AHI
0456,Lead Customer Fleet Manager,AHI
0461,Gov. Cloud Product Owner,AHI
0462,Head of Quality Management Systems,AHI
0464,Materials Administrator,AHI
0465,Sr Operations Planner,AHI
0468,Sr Pilot,AHI
0469,Rotable Pool Inventory Manager,AHI
0470,Technical Representative,AHI
0471,Co-op,AHI
0474,Configuration Specialist,AHI
0475,Spr-Production Engineering,AHI
0476,Associate Production Engineering Specialist,AHI
0477,Mgr Production Engineering and Control,AHI
0479,Project Manager,AHI
0480,Material Master Coordinator,AHI
0485,Sr Dir-Head of Region CustomerTraining,AHI
0486,Sr Strategic Buyer,AHI
0487,Sr Project Manager,AHI
0493,Spr-Avionics,AHI
0495,Finance IM PSL Lead,AHI
0496,Sr Mgr-Technical Training,AHI
0497,Mgr-Data Management Group,AHI
0499,Supply Chain Securization Manager,AHI
0500,Industrial Planner,AHI
0501,Principal Software Engineer,AHI
0505,Order Processor,AHI
0506,Sr Mgr-Customer Experience Marketing,AHI
0508,Sr Dir-Export Compliance,AHI
0510,Sr Order Processor,AHI
0514,Associate Flight Test Analyst,AHI
0516,Flight Test Engineer,AHI
0517,Sr Flight Test Engineer,AHI
0518,Training Services Coordinator,AHI
0524,Associate Business Analyst,AHI
0526,Sr Customer Service Representative,AHI
0527,Sr Mgr-A/C Accident Investigation,AHI
0529,Operational Buyer Level 1,AHI
0530,Sr-Operational Buyer,AHI
0534,Production Project Manager-LUH,AHI
0535,ODA STC Manager,AHI
0537,Sr Material Planner,AHI
0538,Sr Legal Counsel,AHI
0539,Legal Counsel,AHI
0541,Sr Material Administrator,AHI
0543,Flight Test Instrumentation Specialist,AHI
0545,Cost Accountant-Level 1,AHI
0549,Assoc. PM/ Business Analyst,AHI
0554,Lead-Trainer / Continuous Improvement,AHI
0563,Mgr-Accounts Payable,AHI
0566,Structural Engineering Designer,AHI
0568,Sr Regional Technical Representative,AHI
0571,"HO Planning, Reporting & Cost Base Controllin",AHI
0574,Americas Customer Centers Coordinator,AHI
0575,Sr Cost Accountant,AHI
0577,Certification Compliance Manager,AHI
0579,HO CLS Fleet Management (Government Programs),AHI
0584,Staff Instructor,AHI
0587,HO CLS Logistics (GP),AHI
0588,Sr Dir-Logistics Supply Chain,AHI
0593,Strategic Buyer,AHI
0594,Sr Mgr - FAL,AHI
0596,Sr Mgr - NHC & Flt Line,AHI
0598,Mgr-Operational Procurement,AHI
0600,Sr Mgr Compensation & Benefits/ Leave Mgmt.,AHI
0603,Certification Project Administrator,AHI
0605,"Lead, Material Support for Military Programs",AHI
0608,"Sr Mgr-Cost Accounting, Planning & Reporting",AHI
0610,Mgr-Government Pricing,AHI
0611,Electrical DER & ODA Unit Member,AHI
0612,Program Logistics Liaison,AHI
0616,Aircraft Fueler,AHI
0617,Business Office Manager,AHI
0619,Data & Business Intelligence Analyst,AHI
0621,Aircraft Specialist,AHI
0622,Audit Manager/Senior QE,AHI
0624,Chief of Developmental Test,AHI
0635,Sr Material Specialist,AHI
0636,Sr Dir-Specialty Sales Team,AHI
0637,Intercompany Procurement Service Liaison,AHI
0638,Sr Electrical Avionics Liaison,AHI
0641,HO Developmental and Experimental Flight Test,AHI
0643,Data Analyst,AHI
0648,Inspection Training Manager/Senior QE,AHI
0649,Sr Quality Inspector,AHI
0650,HO Connected Services NA,AHI
0653,Spr-Industry Planning & Control,AHI
0654,Sr Pricing/Costing Analyst,AHI
0655,Sr Configuration Specialist,AHI
0656,Customer Support Liaison (USCG),AHI
0657,Spr-Production Line,AHI
0658,Spr-Electrical Shop,AHI
0659,Sr Customer Support Manager,AHI
0660,Mgr-Business Systems and CI,AHI
0661,Configuration Manager,AHI
0663,MRO Customer Experience Lead,AHI
0664,MRO Repairs Operations Lead,AHI
0665,Sr Mgr - Industrial  & Quality Engineering,AHI
0667,"Sales Manager, Completions",AHI
0668,"Sales Manager, Market Segment",AHI
0670,MRO Component Repair Operations Rep,AHI
0671,Customer Experience Representative,AHI
0672,Sector/Site Security Manager,AHI
0675,Mgr-Environmental Health & Safety-MS,AHI
0679,Part-Time-Regional Technical Representative (,AHI
0681,SAP Business Analyst,AHI
0682,Sr Mgr - Asset Management & SS HCare Sales,AHI
0683,LUH-Maintenance Support Technician,AHI
0684,Project Manager- S&S,AHI
0685,Training Manager (MS),AHI
0686,IM Site Relationship Manager (SRM),AHI
0687,MRO Business Office Liaison,AHI
0688,Spr-LUH Retrofit and NHC,AHI
0689,Spr-Flightline,AHI
0690,Technical Support Liaison,AHI
0693,Mgr - Product Marketing & Analysis,AHI
0697,Experimental Test Pilot,AHI
0700,A/C Tech Trainee,AHI
0706,Technical Instructor,AHI
0709,Sr Mgr-Key Account Customer Support Manager,AHI
0713,Facilities Technician/Aircraft Fueler,AHI
0716,Simulator Technician Specialist,AHI
0717,Warehouse Administrator,AHI
0720,Compliance Administrator,AHI
0721,System Engineer - USCG Special Assignment,AHI
0722,"Sr Mgr, IM Material & Logistics Product Servi",AHI
0726,Associate Avionics Design Engineer,AHI
0728,Associate Structural Design Engr,AHI
0730,HO Research and Technology,AHI
0731,Dir-USCG Programs,AHI
